Name in English,Name in Urdu
Galilah,غلیلہ
Guljana,گلجانہ
Gordia,گوردیا
Gul Chehra,گل چہرہ
Ghaydaa,غیدہ
Geesou,گیسو
Gulsana,گلثانہ
Ghaaliya,غالیہ
Ghazalah,غزالہ
Golbahar,گلبہار
Gaye,گئے
Gaagar,گاگر
Gulraiz,گلریز
Gul Azar,گل عذار
Ghayda,غیدہ
Goel,گوئل
Ghayad,غیاد
Gulinar,گلنار
Ghaziyah,غازيه
Ganjeenbegum,گیجینہ بیگم
Gabaang,گابانگ
Guldin,گلدین
Ghusun,غُسن
Ghodsi,غدوسی
Gaazah,گازہ
Gailan,گیلن
Gaomata,گاؤماتا
Gaiso Araa,گیسو آراء
Ghoncheh,گھونچہ
Ghaiba,غیبہ
Gulinear,گلنار
Ghuwishat,غوشت
Ghibtah,غيبته
Ghurra,غرّا
Ghusoon,غسون
Ghudan,گھدان
Gulrang,گلرنگ
Ghazal Ra'na,غزال رعنا
Ghariy,غیری
Ghusn,غوسن
Ganiminoi,گنیمنوئی
Ghazaala,غزالہ
Ghumra,غمرہ
Ghotai,غوتي
Gulbasham,گلباشم
Ghassedak,غسسدک
Gulgona,گل گونہ
Ghufayrah,غفيرة
Ghamis,غمیس
Ghazla,غزلہ
Gazbiyya,جاذبية
Ghaneemah,غنيمه
Guzeena,جوزين
Ghsiqa,غاسقہ
Gharra,غارة
Gawahir,جواهر
Ghareebah,غريبه
Ghtia,غاطیہ
Ghusoun,غصون
Guzeeda,جوزيدا
Gathbiyya,جاذبية
Ghatola,جهاتلا
Ghaabah,غابہ
Geeti Afreen,گیتی آفرین
Ghazbila,غزبیلہ
Geelani,گیلانی
Ghuzayyah,جهوزية
Guherbar,گہربار
Ghaaee,غائی
Ghaafrah,غافرہ
Ghaafnah,غافنہ
Ghaabar,غابر
Guherbar,گہربار
Gohr,گہر
Ghaadfah,غادفہ
Ghaadrah,غادرہ
Gulnoor,گلنور
Ghaneemat,غنیمت
Gull,گل
Goher Ara,گوہر آراء
Gulben,گل بن
Ghashiyah,غاشیہ
Gohertaab,گوہرتاب
Ghairah,غائرہ
Geetibaan,گیتی بان
Gulshan Araa,گلشن آراء
Ghazal Rana,غزل رعنا
Gaiti Araa,گیتی آراء
Gulrana,گل رعنا
Gul Badan,گل بدن
Ghairat Hoor,غیرت حور
Gozail,گوزیل
Ghamad,غمد
Ghosiyah,غوثیہ
Gonel,گونل
Ghaznah,غضنہ
Gurd Afrid,گرد آفرید
Gao Anbar,گاؤ عنبر
Gul-Shehr,گل شہر
Ganjur,گنجور
Gul Rukh,گل رخ
Gulcheen,گلچیں
Gharah,غرہ
Ganjeena,گنجینہ
Gulafsha,گلفشہ
Ghesan,غصن
Ghareer,غریر
Gulchin,گل چیں
Ghainan,غینان
Ghasam,غژم
Gurzan,گرزن
Ghaziaah,غاذیہ
Gharaam,غرام
Gul-e-Nilofer,گل نیلوفر
GulAfroze,گل افروز
Ghamz-e-Akhtar,غمز اختر
Gul Andaam,گل اندام
Gulzaiba,گل زیبا
Gul-e-Aftab,گل آفتاب
Gulrayz,گل ریز
Ghoree,غوری
Gallaasa,گالاسا
Ghafra,غافرہ
Ghaali,غالی
Ghazzaal,غزال
Ghayaab,غیاب
Gamess,غمیس
Gulro,گل رو
Ghuwaas,غواث
Gul-E-Azra,گل عذرا
Ghazaam,غزام
Gul-e-Bakaoli,گل بکاؤل
Gaitifroz,گیتی فروز
GulGoon,گل گوں
Gul-e-Lalah,گل لالہ
Garzin,گرزین
Gheirat,غیرت
Ghazal-e-Chasham,غزال چشم
Ghaliah,غالیہ
Ghaamiz,غامض
Gulnasreen,گل نسرین
Ganjj,گنج
Ghozeh,غوزہ
Gulbaza,گلبازہ
Gharbaan,غربان
Gul-e-Mahtab,گل مہتاب
Gulbashem,گل باشم
Ghayyoor,غیور
Ghamrah,غمرہ
Ghaibah,غیبہ
GulNishaat,گل نشاط
Ghazeerah,غضیرہ
Gul Ahmer,گل احمر
Gul-e-Narges,گل نرگس
Ghaazeh,غازہ
Ghashmirah,غشمیرہ
Gul-e-Maala,گل مالا
Ganjbakhsh,گنج بخش
Ghoraa,غورا
Gul Azaa,گل عذا
Gulaalah,گلالہ
Ghaziah,غازیہ
Ghamza-e-Gul,غمزہ گل
Ghazbara,غضبارہ
Gullten,گل تن
Ghoshaad,غوشاد
Ghazall,غزل
Gulghadar,گلغدار
Gulandam,گل اندام
Ghameez,غمیز
Ghariq,غریق
Ghamzah Akhter,غمزہ اختر
Ghazraat,غزرات
Ghaamer,غامر
Guldam,گلدم
Gul Shaguftah,گل شگفتہ
Gulbazeh,گلبازہ
Ghazbaarah,غضبارہ
Ghaarbah,غاربہ
Garaamee,گرامی
Gazeena,گزینہ
Ghaamizah,غامضہ
Ghairat-ul-Nisa,غیرت النساء
Ghunsa,غنصہ
GulChehr,گل چہر
Ghaasiqah,غاسقہ
Gul Naam,گل نام
Ghunchah,غنچہ
Gulshehd,گل شہد
Ghaidah,غیدا
Ghaishaan,غیشان
Gulshen,گلشن
Gullzar,گلزار
Guldeen,گلدین
Gulsaanah,گلثانہ
Ghumrah,غمرہ
Gunjerah,گنجرہ
GulChehrah,گل چہرہ
Gulsitaan,گلستان
Gulgonah,گل گونہ
Gulbaza,گلبازہ
Ghazaalah,غزالہ
Ghadiyah,غادیہ
Ghamashiyah,غماشیہ
Gulaikan,گلیکن
Ghunjaarah,غنجارہ
Ghunjerah,غنجرہ
Gharaazah,غراضہ
Gherbilah,غربیلہ
Ghareef,غریف
Ghoozah,غوذہ
Ghazanfrah,غضنفرہ
Ghaalibah,غالبہ
Ghayaass,غیاث
Ghulfaan,غلفان
Ghousia,غوثیہ
Gulfisha,گلفشہ
Guddan,گڈن
Gaeti,گیتی
Gausia,گوسیہ
Gulfiza,گلفزہ
Gadijah,گدیجہ
Gulapsa,گلاپسا
Gulbano,گل بانو
Gulista,گلستہ
Gulabsha,گلابشاہ
Gulmohar,گل موہر
Gulapsha,گلاپشا
Gulwareena,گلوارینہ
Gufrana,گفرانہ
Gulnara,گلنارا
Gulafsa,گلفصہ
Gami,گامی
Gulshana,گلشنا۔
Giaa,جیا
Gazbiyyah,غزبیہ
Gowsya,گوسیا
Gulishta,گلشتہ
Ghufrana,غفرانہ
Gulnur,گلنور
Guada,گواڈا
Gulnaaz,گلناز
Ghatiya,گھٹیا
Gawa,گاوا
Gulfsha,گلفشا
Galisha,گیلیشا
Gulpari,گلپڑی
Gulnas,گلناس
Gulesha,گلےشا
Gulsham,گلشام
Gulnaj,گلناج
Gizala,گزالہ
Guadalupana,گواڈالوپانا۔
Gilsha,گلشا
Gulnaaj,گلناج
Ghadiya,غدیہ
Guadulupe,گواڈولوپ
Gold,سونا
Gulsar,گلسر
Guljaan,گل جان
Gamelia,گیملیا
Ghazni,غزنی
Godalupe,گوڈالوپے۔
Gulabhsha,گلاب بھاشا
Gulfsa,گلفسا
Gamilah,گاملہ
Gameala,گیمالا
Gulshania,گلشنیہ
Gulabsah,گلابشاہ
Gemila,جمیلہ
Gulerina,گلرینا
Guadalupi,گواڈالوپی
Guadaloupa,گواڈالوپا
Gouhar,گوہر
Gulafsan,گلافسان
Gulzare,گلزارے
Gulsheen,گلشین
Gulshanea,گلشنیہ
Gazia,غازیہ
Ghezaal,غزال
Gulafsah,گلفصہ
Gulmehak,گل میہک
Gawhar,گوہر
Gameela,گیمیلا
Gulinara,گلنارا
Gufrina,گفرینا
Gulineir,گلنیر
Gulaphsa,گلافسا
Gajal,گجل
Gulzarea,گلزاریہ
Gwadalupe,گوڈالوپے۔
Ghazalia,غزالیہ
Golnisa,گولنیسا
Ghazalaat,غزلیات
Gulinaria,گلنریا
Ghaleayah,غلیبہ
Ghaziya,غازیہ
Ghufrah,غفرہ
Gamille,گیمیل
Gulinarea,گلنیریا
Garan,گاران
Gaitha,گیتھا
Gulzaria,گلزاریہ
Ghaaziya,غازیہ
Gemyla,جیمیلا
Grismaa,گرسما
Ghitbah,غیبت
Gulshiya,گلشیہ
Ghazlaan,غزلان
Ghaleeya,غلیظہ
Gamilia,گیمیلیا
Ghadda,غدہ
Gamilla,گیمیلا
Ghalibah,غالیہ
Ghuraibah,غوریبہ
Gudalupe,گڈالوپے۔
Ghaysah,غیاثہ
Gameelah,گیمیلہ
Ghaliba,غالب
Ghaaniyah,غالبؔ
Ghunyah,غزال
Gulinare,گلنارے
Gemilla,جمیلا
Ghazaleah,غزالیہ
Ghasna,گھاسنا
Ghaffara,غفارہ
Ghazallah,غزالہ
Ghazaliah,غزالیہ
Ghaliaa,غالیہ
Ghaisat,گھیسات
Ghizala,غزالہ
Ghazalla,غزالیہ
Guadlupe,گوڈلوپ
Ghazulah,غزوہ
Ghazalea,غانیہ
Ghaaliba,اوزیل
Ghaysaa,غیاثہ
Ghaddah,غدہ
Ghusune,گھسونے
Ghaydah,غیادہ
Ghaleeyah,غالیہ
Ghudwah,غدوہ
Ghaleaya,غالیہ
Ghadaat,غدات
Ghusoone,گھسونے
Ghaleya,غالیہ
Ghaleyah,غالیہ
