Name in English,Name in Urdu
Gandarewa,گندریوا
Ghazalan,غزلان
GulAhmer,گل احمر
Ghaiyyas,غياث
Ghasef,غاسف
Ghaniyah,غانیہ
Ghadhanfar,غنداہف
Gul Yar,گل یار
Ghorzang,غرزنج
Ghaziz,غضیض
Ghayab,غیاب
Garagargar,گراگرگر
Goshtasb,گوشتسب
Ghaiss,غیث
Ghawth,غوتہ
Gunjbuksh,گنج بخش
Ghashiah,غوثیہ
Ghazee,غاذی
Gorbat,جربت
Garagar,گراگر
Ghasaan,غسن
Ghamr,غمر
Guleer,گلیر
Ghazawan,غزوان
Ghaziuddin,غازی الدین
Ghadir,غادر
Girnauq,گرناوق
Garutman dashtar,گرتمان
Ghasmeer,غسمیر
Garshah,گرشہ
Ghaidaq,غیداق
Ghunaim,غنيم
Gaopivanghu,گوپونگھو
Ghazzal,غزل
Goudarz,گودرز
Gasparo,گاسپارو
Giraami,غرامي
Guzeen,جوزين
Ghawani,غوانی
Gharibnawaz,غریب نواز
Ghamzah,غیمازہ
Goshurun,گوشروں
Ghatreef,غطریف
Ghafr,غفر
Ghawer,غاور
Ghawass,غواث
Ghiyam,غییام
Gareeb,غریب
Gunjoor,گنجور
Garodman,گرودمان
Ghobad,غوباد
Ghori,غوری
Gelnamgar,گلنمگر
Ghayb,غایب
Gharizah,غریزہ
Ghafiru,غافرو
Ghateem,غطیم
Gohram,گوہرام
Ghulaam,غلام
Ghalbah,غلابہ
Gaomant,گومنت
Ghanat,غنات
Ghaznavi,غزنوی
Ghurar,غُرار
Gyula,جیولا
Ghatool,غاتول
Ghareeb Nawaz,غریب نواز
Ghalinus,غالینُس
Ghaleefer,غلیفر
Ghauth,غُوط
Ghiyaath,غیات
Ghazaali,غزالي
Ghurran,غپورن
Ghaaib,غعیب
Gareeb Nawaz,غریب نواز
Ghilman,غلمان
Ghayal,غیال
Guzeer,غزير
Ghazwi,غزوی
Geeti Ara,گیتی آراء
Ghaab,غاب
Ghirnauq,غِرنوق
Ghaznoq,غزنوق
Ghitamm,غطام
Ghasharob,غشارب
Goher Taab,گوہر تاب
Ghutayf,غوتيف
Gan,گان
Gul Fishan,گلفشاں
Ghaani,غانی
Ghazari,غازاری
Ghurnuq,غُورمق
Ghatrif,غترف
Ghallab,غالب
Ghedan,غیدان
Ghutaif,غطف
Ghakhtalay,غختل
Ghulumat,غلُمت
Galim,گلیم
Ghous,غوث
Ghulubba,غُلُبا
Ghilibba,غلیبہ
Geeti Afrin,گیتی آفرین
Guillan,گھلن
Ghara,غرہ
Geeti Fraz,گیتی فراز
Gulman,گلمان
Goair,گویر
Gilaani,گیلانی
Ganj,گنج
Gharam,غرام
Ghair,غائر
Goher,گوہر
Ghaneem,غنیم
Garz,گارذ
Gull-e-Zaba,گل زیبا
Gee Dar,جی دار
Ghamaz,غامز
Gam'shaad,گامشاد
Gerzin,گرزین
Ghasif,غاصف
Ganjoor,گنجور
Grain,گرین
Gaiti Feroz,گیتی فروز
Gehaan,گیہان
Galala,گلالا
Ghawas,غواص
Gull Jafri,گل جعفری
Gasil,گسیل
Ghazaar,غزار
Gohri,گوہری
Gheda,غیدا
Getibaan,گیتی بان
Ghazaal,غزال
Gul Jafri,گل جعفری
Golandaz,گولنداز
Ghayaz,غیاض
Ghufran Ali,غفران علی
Ghamar,غمار
Gull-e-lala,گل لالہ
Ghabir,غبیر
Ghazfar,غضفر
Ghamam,غمام
Gharaz,غراز
Gulbaaz,گلباز
Gurgin,گرگین
Gull-Raiz,گلریز
Gulzameen,گلزمین
Ghafeer,غفیر
Ghazib,غازب
Gozil,گوزیل
Ghamiz,غامیز
Gulban,گلبن
Ghial,غیال
Ghufran Ahmed,غفران احمد
Guzir,گزیر
Gullfishaan,گلفشاں
Guzida,گزیدہ
Gulfaam,گلفام
Gull Bakauli,گل بکاؤلی
Gharir,غریر
Ghairan,غیران
Gau Amber,گاؤ عنبر
Ghashmir,غشمیر
Gonish,گونیش
Ghafker,غفکر
Ghazis,غازس
Ghazal-e-Chashm,غزال چشم
Gondaaz,گونداز
Ghumum,غموم
Gotal,گوتل
Ghazah,غازہ
Ghaus-ul-Azam,غوث الاعظم
Ghozah,غوزہ
Gansel,گونسل
Gulhaar,گلہار
Gharif,غریف
Ghidah,غداہ
Garahi,گراحی
Gharban,غربان
Gulsitan,گلستان
Garazi,گرازی
Gulnaar,گلنار
Gullmala,گل مالا
Ghaber,غابر
Ghusharib,غشارب
Gazaf,غاذف
Ghufran Hussain,غفران حسین
Ghareb,غارب
Ghareeb-Ul-Diyyar,غریب الدیار
Ghuncha-e-Gul,غنچہ گل
Ghiaz,غیاض
Gheiz,غیض
Ghulyan,غلیان
Ghayet,غایت
Gull-e-Sanober,گل صنوبر
Gull-e-Nasreen,گل نسرین
Ghayaas,غیاث
Gargani,گرگانی
Gull-e-Azra,گل عذرا
Ghafraan,غفران
Guraiz,گریز
Ghaznooq,غزنوق
Ghazal-e-Kaba,غزال کعبہ
Gulbaar,گلبار
Gharaib,غرائب
Gull-e-Rana,گل رعنا
Ghalib Hussain,غالب حسین
Ghanger,غنجر
Ghazaf,غاضف
Garzam,گرزم
Ghazanfer,غضنفر
Ghawir,غاور
Ghareeq,غریق
Ganjeenah,گنجینہ
Ghanoon,غنون
Gallasa,گالاسا
Ghamer,غمر
Ghidfil,غدفل
Garaami,گرامی
Ghazal-e-Rana,غزال رعنا
Gullkhandah,گل خندہ
Ganees,گنیس
Gonaab,گوناب
Gardafreed,گرد آفریدی
Ghamaama,غمامہ
Gargeen,گرگین
Ghashah,غاشہ
Gulkokab,گل کوکب
Ghalgeer,غلگیر
Ghadur,غدور
Ghannat,غنات
Ghazrat,غزرات
Gullshaguftah,گل شگفتہ
Ghasanfer,غضنفر
Ghanaa,غنا
Gulbazar,گلبزار
GulZamin,گلز مین
Gondz,گوندز
Ghares,غارس
Gleemposh,گلیم پوش
Ghaisman,غیثمان
Ghamez,غامض
Ghafaar,غفار
Ghoshad,غوشاد
Ghalib Ahmed,غالب احمد
Ghadyan,غدیاں
Ghursan,غرثان
Gharazaha,غریزہ
Gulhasham,گل ہاشم
Ghalian,غلیان
Ghatreeq,غطریق
Gulandaaz,گل انداز
Ghalib Ali,غالب علی
Ghaidaan,غیدان
Gullabar,گل ابر
Gullbargh,گل برگ
Gull-e-Aftab,گل آفتاب
Ghazvi,غزوی
Gulldam,گلدم
Ghazeez,غضیض
Gull-e-Andam,گل اندام
Gorkh,گورکھ
Ghayaf,غیاف
Gonsel,گونسل
Gustehem,گستھم
Gharbeelah,غربیلہ
Gullcheen,گلچین
Gazroni,گاذرونی
Ghimoos,غموص
Ghazret,غزرت
Gabbar,گبر
Gharzat,غرزت
Gulljaan,گل جان
GunjBakhs,گنج بخش
Ghaidaaq,غیداق
Ghatoom,غتوم
Gulsher,گلشیر
Gabba,گابا
Ghazian,غازیان
Gabber,گیبر
Gabir,گبیر
Gabr,گبر
Gufran,گفران
Gulshad,گلشاد
Ghaziyan,غازیان
Gani,گنی
Gafar,غفار
Gibran,جبران
Gias,گیاس
Gaziyan,غازیان
Goolam,گولم
Gaith,گیتھ
Giasuddin,گیاس الدین
Ghiath,غیاث
Gafoor,غفور
Gaffar,غفار
Gazza,غزہ
Ghulamrasool,غلام رسول
Gazi,غازی
Ghaffari,غفاری
Gaddy,گڈی
Golan,گولن
Gamil,گامل
Gady,گیڈی
Gambo,گیمبو
Gassan,گاسان
Gow,گاؤ
Gehad,گیہد
Gule,گلے
Ghayyath,غیث
Gulamali,گلمالی۔
Gadee,گڈی
Gholam,غلام
Ghouseuddin,غوث الدین
Gadie,گڈی
Gaffoor,غفور
Galel,گیلیل
Gholamhossein,غلام حسین
Gibril,جبریل
Gahez,گیز
Gurdana,گردانا
Gadil,گڈیل
Gasser,گیسر
Ghalibi,غالبی
Ghoroob,غروب
Ghofran,غفران
Ghuraib,غریب
Ghanyan,گھنیان
Ghaleb,غالب
Ghafuri,غفوری۔
Ghalibun,غالبون
Gulamnabi,گلمنبی
Gulwan,گلوان
Gilam,گلم
Ghamir,ضمیر
Ghurub,غروب
Gemail,جیمیل
Gutaif,گطیف
Ghurrah,غررہ
Gawdat,گودت
Ghallaab,ذلاب
Gazali,غزالی
Gamall,گیمل
Gousepak,گوسیپک
Ghays,گھیس
Gulrej,گلریز
Ghafur,غفور
Ghazale,غزل
Ghaanim,غنیم
Ghaisullah,غوث اللہ
Gharab,غراب
Ghailam,غیلم
Ghandur,غنڈور
Ghaafirin,غافرین
Giladi,گلادی
Ghaisan,گھیساں
Ghafar,غفار
Ghanum,غنم
Ghassaan,غسان
Guadaloupe,گواڈالوپ
Gamaleddin,جمال الدین
Ghamay,گھامے
Gamaal,جمال
Ghur,غور
Ghaneei,غنائی
Ghayth,غیث
Ghumair,گھمیر
Garrath,فائقہ
Gulussa,گلسہ
Ghusayn,غوثین
Ghayyas,غیاث
Ghanimi,غنیمی
Ghazwaan,غزوان
Ghathe,گھاٹھے
Gildun,گلڈون
Ghassen,غاسن
Ghazy,غازی
Ghaylan,گھائلان
Ghandoor,غنڈور
Ghaamid,غامد
Ghufraan,غفران
Ghaafir,غافر
Ghitref,غیٹریف
Ghafiri,غفاری۔
Ghumr,گھمر
Ghitreef,غیٹریف
Gharisullah,غریس اللہ
Ghunayn,غنائین
Ghafirin,غفارین
Ghawalib,ذوالب
Ghaaliboon,غالبون
Ghayid,مریح
Ghiyaas,غیاث
Ghawsaddin,غوث الدین
Ghaffaar,غفار
Ghiyasud,غیاثود
Gholaam,غلام
Ghailum,غیلم
Ghuthayfah,غطیفہ
