Name in English,Name in Urdu
Qamima,قمیمہ
Qariah,قریہ
Qamar-Un-Nisa,قمر النساء
Qantba,قنطبہ
Qutayyah,قطيعه
Qareen,قرین
Qaymayriyah,قيميرية
Qiraa,قراء
Qiraam,قرام
Qaneebah,قنیبہ
Qinwaa,قنوا
Qubtiyah,قبطیہ
Qazal,قزل
Qanoot,قنوت
Qildooh,قلدوہ
Qibaalah,قبالہ
Qidaafah,قیدافہ
Qimaaq,قیطون
Qaara'a,قارعہ
Qiraat,قیرت
Qaswaa,قصواء
Qaisarah,قیصرہ
Qarinah,قرینہ
Qabaachah,قباچہ
Qaatia'a,قاطعیہ
Qaarifah,قارفہ
Qaaqlah,قاقلہ
Qaatirah,قاطرہ
Qaazif,قاذف
Qaajar,قاجار
Qandeel Zehra,قندیل زہرہ
Qaamiah,قامعہ
Qaaria,قریہ
Qabool-Un-Nisa,قبول النساء
Qurt,قرۃ
Qaanee,قانی
Qaarah,قارہ
Qaaimi,قائمی
Qaaziyah,قاضیہ
Qadimah,قدیمہ
Qaasfiyah,قاصفیہ
Qaasmah,قاسمہ
Qaarbah,قاربہ
Qurrat-ul-Ain,قرۃ العین
Qudus,قدوس
Qaseeda,قصیدہ
Qaazrah,قاضرہ
Qadirah,قدیرہ
Quraa,قراء
Qutb-Un-Nisa,قطب النساء
Qana'at,قناعت
Qanadeez,قنادیز
Qazwin,قزوین
Qatifah,قطیفہ
Qataf,قطف
Qurbah,قربہ
Qazah,قزح
Qaniyah,قنیہ
Qatlagh Khatoon,قتلغ
Qaloos,قلوص
Qadr-Un-Nisaa,قدرالنساء
Qaim-un-Naar,قائم النار
Qataq,قطق
Qayumah,قیومہ
Qarbah,قربہ
Qantarah,قنطرہ
Qabrah,قبرہ
Qaddeer,قدیر
Qitoon,قیطون
Qanpah,قنپہ
Qatina,قاطینہ
Qazzalbash,قزلباش
Qazfah,قذفہ
Qutf,قطف
Qammar,قمر
Qasuri,قصوری
Qumrah,قمرہ
Qaraad,قراد
Qadoomah,قدومہ
Qastaan,قسطان
Qadusia,قدوسیہ
Qasemah,قاسمہ
Qizhah,قزحہ
Qadma,قادمہ
Qarihah,قریحہ
Qantah,قنطہ
Qantabah,قنطبہ
Qateebah,قطیبہ
Qazlah,قزلہ
Qalaawzi,قلاوزی
Qulaawah,قلاوہ
Qalch,قلچ
Qadooh,قدوہ
Qartees,قرطیس
Qazzaab,قضاب
Qartees,قرطیس
Qaraazah,قراضہ
Qazaaraa,قضارا
Qalaari,قلاری
Qaritah,قریطہ
Qulawa,قلاوہ
Qadveemah,قدویمہ
Qanhah,قنہہ
Qaladri,قلدری
Qalqaan,قلقان
Qaseba,قاصبہ
Qamarun,قمرون
Qaaida,قائدہ
Qistina,قسٹینا
Qurtuba,قرطبہ
Qanitat,قنیت
Qaaimah,قائمہ
Quresha,قریشی
Qaanitaat,قانیت
Qurrah,قرہ
Qaireen,قارین
Qurratul,قرۃاللّٰہ
Qawiya,قویہ
Qaisara,قیصرہ
Qeerat,قیراط
Qurratulain,قرۃ العین
Qarina,قرینہ
Quadira,قدیرا۔
Quana,کوانا
Qayanat,قائنات
Qifa,کیفہ
Querina,نوفل
Qabul,کابل
Quimara,کوئمارہ
Qisma,قسمہ
Qumri,قمری
Qibla,قبلہ
Qulsum,کلثوم
Quasima,جیمیلا
Qudsiyya,قدسیہ
Qindeel,قندیل
Qudairah,قدیرہ
Qintar,کنٹر
Qaisah,قیصہ
Qamara,قمرہ
Qitarah,قطرہ
Qairah,قائرہ
Qurra,قرہ
Qadesa,قدیسہ
Qazia,قاضیہ
Qarurah,قارورہ
Quraybah,قریبہ
Qynaath,کیناتھ
Qusaimah,قسیمہ
Qodra,قدرہ
Qurrath,قرات
Qaddarah,قددرہ
Qamila,قملہ
Qadeerah,قدیرہ
Qitu,کیتو
Qaynat,قائنات
Quddusiyyah,قدوسیہ
Qaddurah,قدورہ
Queeni,ملکہ
Qudrah,قدرہ
Qazifa,قذیفہ
Qadumah,قدومہ
Qaseemah,قسیمہ
Qashmina,قشمینہ
Qabilaa,قابیلہ
Qarirah,قاریرہ
Qayyimah,قیمہ
Qizra,قیصرہ
Qamirah,قمرہ
Qabalah,قبلہ
Qainat,کائنات
Qawaya,قویہ
Qaynaat,قائنات
Qadduraa,قدورہ
Qannaz,کناز
Qayima,قائمہ
Qasmaa,قاسمہ
Qamariyyah,قمریہ
Qadirra,قادررہ
Qeturah,قطورہ
Qasumah,قاسمہ
Qemer,قمر
Qathroon,قاتھرون
Qaval,قوال
Qamaraat,قمرات
Qassamah,قسامہ
Qayanath,قایناتھ
