Name in English,Name in Urdu
Jammilah,جمیلہ
Jouhar Ara,جوہر آراء
Jawaand,جواند
Jamlaah,جملہ
Jammaal,جمال
Jewandi,جیوندی
Jisoo,جسو
Jazzaa,جزا
Jayundi,جیوندی
Jeba,جیبہ
Jalwaah,جلوہ
Jalistaan,جلستان
Javaahar,جواہر
Jalnaar,جلنار
Jamdah,جمدہ
Jalaalah,جلالہ
Jalorez,جلوریز
Jenifa,جینیفا
Joindaah,جوئندہ
Jannati,جنتی۔
Jia,جیا
Junainah,جنینہ
Juveriya,جویریہ
Jaala,جاالا
Junaina,جنینہ
Jaafira,جعفرہ
Jinaya,جنایا
Jhumur,جھمور
Junisha,جونیشا
Jaafin,جافین
Jemi,جیمی
Juveria,جویریہ
Junairah,جنیرہ
Jannatun,جنتون
Jumi,جمعی
Jawa,جاوا
Junera,جونرا
Jafna,جافنا
Juni,جونی۔
Jiniya,جنیہ
Juweriya,جویریہ
Julfa,جولفا۔
Jiba,جبہ
Juhaina,جوہینہ
Jakia,جاکیہ
Jafnah,جافنا
Jabina,جبینہ
Juba,جوبا
Jubeda,جوبیدہ
Juhina,جوہینا
Jihana,جہانا۔
Jaiba,جائبہ
Jasira,جسیرہ
Jumaima,جمائمہ
Jabeena,جبینہ
Jahira,جہیرہ
Jobin,جابین
Jenisa,جینیسا
Jeena,جینا
Jafia,جعفیہ
Jayla,جیلا
Jerina,جیرینا
Junia,جونیا
Jayda,جیدا
Jaseera,جسیرہ
Jufi,جوفی
Jaanat,جانت
Jafiya,جعفیہ
Jayra,جیرا
Jumia,جمعیہ
Jorina,جورینا
Jarifa,جریفہ
Jaha,جاہا
Jumaira,جمیرہ
Jubairiya,جبیریہ
Jaisa,جیسہ
Jovia,جوویا
Jesna,جیسنا
Juvia,جویا
Jisna,جسنا
Jalina,جالینا۔
Jahra,جہرہ
Jamali,جمالی
Juvena,جووینا
Jubilee,جوبلی
Jesi,جیسی
Jaweria,جویریہ
Jubiya,جوبیہ
Janeeta,جنیتا
Jafrina,جعفرینہ
Johra,جوہرہ
Juairia,جویریہ
Jakiya,جاکیہ
Jubina,جبینہ
Jesmina,جیسمینا۔
Jozia,جوزیہ
Juwana,جوانا
Janifa,جنیفہ
Jhara,جھارا
Jeslina,جیسلینا
Junayna,جنینا
Jhumu,جھمو
Jafina,جفینا
Juby,جوبی
Jareena,جرینہ
Jahani,جہانی
Johaira,جوہیرا۔
Jazwa,جزوا
Jaima,جمائما
Janina,جنینا
Jesmin,جیسمین
Jeffina,جیفینا
Jafira,جعفرہ
Junaya,جونایا
Jashira,جسیرہ
Jazira,جزیرہ
Jun,جون
Jeona,جیونا۔
Juwairia,جویریہ
Jarisha,جریشہ
Jazlin,جزلن
Jaiza,جایزہ
Jinat,جنات
Jawariya,جویریہ
Jahera,جہیرہ
Juleen,جولین
Javeriya,جویریہ
Janera,جنیرہ
Jania,جانیہ
Jasa,جسا
Januka,جانوکا
Jaffrin,جعفرین
Janisa,جانیسا
Jue,جو
Jakira,جکیرہ
Jasma,جسمہ
Johaina,جوہینہ
Jhuma,جھما
Jubia,جوبیہ
Jumaimah,جمائمہ
Juraina,جورینا
Jeelaan,جیلان
Jamsheena,جمشینا
Jinsa,جنسا
Jawhara,جوہرہ
Jishna,جِشنا
Julfia,جولفیا
Jabeda,جبیدہ
Jesmine,جیسمین
Jahiya,جہیا
Juvairiya,جویریہ
Juberia,جوبیریہ
Jekin,جیکن
Jesima,جیسیما
Jasiya,جسیہ
Jaysha,جیشا
Javaria,جاوریا
Jihara,جہرہ
Jilda,جلدہ
Jinki,جنکی
Jishma,جشمہ
Jareen,جیرین
Jeenat,جینت
Jubaida,جبیدہ
Jazma,جزمہ
Jaheda,جاہدہ
Juhera,جوہیرہ
Jamshida,جمشیدہ
Jaheena,جہینہ
Jasrin,جسرین
Johanah,یوحنا
Jinani,جنانی
Jamsheeda,جمشیدہ
Jishana,جشنا۔
Jayeda,جیدا
Jashna,جشنا۔
Janiva,جانیوا
Jareesha,جریشہ
Janeera,جنیرہ
Jasara,جسارا
Jaziya,جزیہ
Jikra,جکرہ
Jaffina,جفینا
Juaira,جوائرہ
Jumaiza,جمعہ
Jiyah,جیہا۔
Jaz,جاز
Jikara,جکارہ
Jennah,جینہ
Junina,جونینا
Johanie,جوہانی
Jasla,جسلا
Jasmiya,جسمیہ
Jasiba,جسیبہ
Jennat,جنات
Javida,جاویدہ
Jiaana,جیانا
Jeseena,جیسینا
Julaika,جولائیکا
Jemila,جمیلہ
Jasreena,جسرینا
Janah,جانہ
Jahna,جہنا
Jamaliah,جمالیہ
Jamely,جملی
Juwaira,جویرہ
Jazer,جیزر
Jasni,جسنی
Joudah,جودہ
Jasila,جسیلا
Jafani,جفانی
Jaara,جارا
Jabirah,جبیرہ
Jefrina,جیفرینا
Jamesha,جمشا
Jeehana,جیہانہ
Juheena,جوہینا
Jaliba,جلیبہ
Jamalia,جمالیہ
Jeseema,جسیما۔
Joaira,جوائرہ
Jeminah,جیمینہ
Jafeena,جفینہ
Jedoun,جدون
Jamida,جمیدہ
Judiyah,تھمینہ
Jaslina,جسلینا
Jodah,جودہ
Jannisha,جنیشہ
Jubariya,جوباریہ
Jamela,جمیلہ
Jazara,جزارہ
Juvairya,جویریہ
Jamelia,جمیلہ
Jamseera,جمسیرہ
Jazna,جزنا
Joaina,جوئینا
Jemmimah,جمائمہ
Jyhan,جیہان
Jhansy,جھانسی
Jumaynah,جمائمہ
Jumaila,جمیلہ
Jehsha,جہشا
Jamsheera,جمشیرہ
Jakhiya,جاکھیا
Jeneesha,جینیشا
Jaseema,جسیمہ
Janusha,جانوشا
Jasriya,جسریٰ
Jibriya,جبریہ
Jomana,جمنا
Jinnet,جنیٹ
Jaleesa,جلیسہ
Juhaymah,جحیمہ
Jasilyn,جسلین
Jiyarah,جیارہ
Janeesha,جنیشا
Jamaliya,جمالیہ
Juwayriyah,جویریہ
Jehmin,جہمین
Jolekha,جولیکھا
Janvier,جانویر
Jufiah,جوفیہ
Jannath,جنات
Jidah,ندا
Jhooma,جھوما۔
Jazera,جزیرہ
Jambalaya,جمبالا
Jameema,جمائمہ
Jeshmin,جیشمن
Jubayda,جبیدہ
Jesseniah,جیسینیا
Julaiha,جولیحہ
Jowhara,جوہرہ
Jonan,جونان
Jasniya,جسنیہ
Jamalah,جمالہ
Jabrayah,جبریہ
Jannatan,جنتن
Juaina,شملہ
Juwayriah,جویریہ
Jumlanah,جملانہ
Jamisha,جمیشہ
Jemeela,جمیلہ
Jabman,جبمان
Jublah,جبلہ
Jalyla,جلیلہ
Jubeida,جبیدہ
Jumalaa,جمعلہ
Jamshira,جمشیرہ
Juhaynah,جہینہ
Jamseena,جمسینا
Jeamin,جیمین
Jafirah,جعفریہ
Jafsa,جفسہ
Judziya,جوزیہ
Juhena,جوہینا
Juryriya,جویریہ
Jumima,جمائمہ
Jamelah,جمیلہ
Jameera,جمیرہ
Jaheera,جہیرہ
Jafiaa,جعفیہ
Jufisha,جوفیشہ
Jayidah,جیدہ
Jaasira,جسیرہ
Jarida,جریدہ
Jashera,جسیرہ
Jugunu,جگنو
Jenysa,جینیسا
Jahisha,جہیشہ
Jarmina,جرمینہ
Jessaline,جیسلین
Jasura,جسورا
Jibalah,جبلہ
Jalile,جلیل
Juwairiyyah,جویریہ
Jamshiya,جمشیہ
Jannatain,جنتین
Jaella,جائلہ
Jablah,جبلہ
Johida,جوہیدہ
Jassenia,جیسینیا
Jannataan,جنتاں
Jihadah,جہادہ
Javada,جاواڈا
Jamecia,جمیشیا
Jamilia,جمیلہ
Jizba,جزبہ
Jennye,جینی
Jasrina,جسرینا
Jeneesa,جینیسا
Jashmin,جاشمن
Janofer,جانوفر
Jawl,جال
Jakeera,جکیرا
Jamilaa,جمیلہ
Jaasiha,جاسیہ
Jamimah,جمائمہ
Jabmin,جبمین
Jadeeda,جدیدا
Javeera,جویرہ
Jamella,جمیلہ
Jameelah,جمیلہ
Jeleebi,جلیبی
Jazmynn,جازمین
Jammana,جمنا
Jamsida,جمسیدہ
Jardana,جردانہ
Jasitha,جسیتھا
Jannathul,جنتول
Jahdaa,جاہدا
Jahmela,جہمیلا
Jabmon,جبمون
Jahizah,جہیزہ
Jaseeba,جسیبہ
Jahidah,جاہد
Jabraa,جبرا
Jumailah,جمیلہ
Jamiela,جمیلہ
Jhasreen,جسرین
Jahudah,جاہوداہ
Jamula,جمولا
Jadirah,جادیرہ
Jhamisha,جھمیشہ
Jannaat,جنت
Jasenia,جیسینیا
Jahraa,جہرہ
Jaheeda,جیہدا
Jamyla,جمیلہ
Jasmeena,یاسمینہ
Jahnara,جہانارا
Jashmine,جیشمن
Jameala,جمیلہ
Jamiaah,جامعہ
Janann,جانان
Jabmun,جبمون
Jalylah,جلیلہ
Javadha,جاوادھا
Jalealah,جلیلہ
Jathibiyya,جتھیبیہ
Jaleala,جلیلہ
Jarnila,جرنیلا
Jamyah,جامعہ
Jassenya,جیسینیا
Jamilya,جمیلہ
Jameembarhana,جمیمبرہنہ
Jamlah,جملہ
Jamlaa,جملا
